accession
22486682
24433083
22285721
24578946
24436518
24528028
22762064
23050365
24778915
22422048
24667280
24496401
22795209
23253944
24315815
24890246
24664860
24836235
22318741
24463628
24621616
24478674
24746282
22364739
23107378
23284825
22981405
24617223
24815172
24387872
23184858
22300138
22490995
22881370
24398994
23119728
24920044
22338496
24957382
24599750
23242152
24546646
24965881
25020744
23262204
22813720
25023506
24379720
24719307
23184864
23229248
24618360
24310967
23188377
23101952
22827917
24320235
24394633
22621295
24510628
22428582
24771151
22828872
24981651
24556066
24326118
22432579
23252963
23035811
22375069
22828982
24604570
24881864
23065790
23253170
24538934
23077972
22405076
23002427
24882420
24335637
23139283
22805200
23167396
23111494
23093740
22746410
24754656
22481025
24363251
24871711
25011143
24372533
24907936
23287276
23256133
24706903
22874085
24552467
24443176
23252705
24964453
25007826
24485619
24543583
24410722
24556295
22968624
24373441
24341722
25134127
24645379
22663821
23219013
23009746
24700308
24364263
24907648
24785970
22838700
23094453
25007787
24624010
24355201
22858740
22590965
23009291
22972560
24773651
23245859
23229787
22416008
23083172
24475942
23230817
22367181
24429045
22440263
23048357
24354420
22381947
22915083
24959298
23129940
22536232
23283414
22711171
22716195
22400160
24613768
22711033
24344843
23270397
24474173
22996008
24546772
24627829
24769983
24430367
24638337
24661610
24702909
24425430
24574930
22459159
24889355
24553552
22348422
22895748
22981444
22626649
22923993
23192360
22504852
24577599
24386855
23221744
22561836
22312517
24785678
22994250
24880827
22448388
22785732
22871307
24969628
24350645
22765294
23015345
23195540
24817231
25009713
25011024
24771917
22452838
23046020
24846850
22480671
24299386
23151052
23148038
23219090
22580927
24456553
22716311
24646867
23135456
22935501
22874089
22566310
23208079
24308970
23269101
22570967
22995943
23272190
25019738
22969587
24321192
24595433
24964568
22592928
22572060
23210910
22553864
23155160
22955671
23175316
22862800
24489507
23123752
22442113
22398374
22854916
22389830
24743738
22985959
24539847
22893282
23216570
22837549
22784814
22407495
22841202
24910816
23092408
24333779
24311717
23235632
24361492
22948732
24705621
22489274
23227299
23130975
22920434
24549230
24822474
22829447
24323290
23193339
23121555
22812271
22963439
24661888
22563410
24616896
24350760
23021809
24610651
24498600
22884576
22416320
24754492
24420718
22754760
24390643
24370201
22557572
23086235
23001606
23081223
22569127
23126026
24431784
25171892
25143692
25026272
25228768
25068680
25080750
25088645
25078064
25172980
25066294
25179793
25178412
25166673
25096492
25190290
25304119
25138612
25070808
25039343
25034643
25156851
25159720
25151962
25301547
25110770
25085907
25241020
25256310
25293792
25029536
25060035
25189154
25114721
25107777
25088104
25152935
25083895
25255289
25203749
25244864
25293730
25142639
25036829
25126394
25171362
25183123
25270511
25273679
25131476
25068789
25173922
25215013
25098100
25068518
25082604
25229980
25286257
25103505
25098912
25283090
25046604
25053019
25255645
25026195
25131994
25033571
25080284
25094797
25200231
25111608
25092753
25098071
25043323
25110987
25178501
25032263
25281257
25255245
25238807
25089592
25313146
25105660
