accession
23189983
22828559
22840047
22384594
23244752
23124183
25423500
24481603
22303425
22322326
23146749
23043616
24590013
22803113
24797711
24383340
22373072
25363798
24709950
24965040
22973637
24959125
23229679
22986656
25489957
24367612
22292796
24756946
23032171
22594879
24548947
23144781
22799669
24517080
24812562
24946504
24399765
25155912
24737928
24325044
24846596
25005815
22716260
22996103
22336126
23076775
22841918
22840255
22991814
25166882
23174236
22485376
22863768
24634508
22397138
24409771
22531613
22935334
22771670
24397622
23125687
24333610
25321255
23241887
23089139
25390827
25454171
24659498
24688951
25380181
22836716
25275686
25140460
24948548
25445423
22842414
22539721
22327416
25262027
22531397
24509691
22430417
22910828
23130485
22923899
22919742
24482983
24408907
22743729
22350399
23049392
25255424
22305744
25477539
22766004
25476101
24605814
22937501
22623825
25303004
22368509
23263542
22959453
22990049
24712884
24905105
25304236
23014045
25121981
22452776
25493870
23109751
24397842
22837242
22885758
25130537
24425224
24546840
23225237
25044073
22532446
22443421
22396171
25299026
22968639
25189458
25478784
24606535
25478341
24405770
24801365
22642035
22409844
25166835
22774956
25034219
22431959
22484518
23132362
22906891
22747445
22378539
22584416
22658153
24705479
22481821
25016412
25501998
22936386
25276120
25417011
25418770
25395255
25512905
24890143
25181748
25481524
25348977
25068862
25359375
25345407
22349070
25439681
22378992
25500848
24446007
25302565
24326082
23185262
22811524
24352241
25004906
25327278
25143767
22680772
25167509
25489694
22336762
23071570
23052668
24352262
22294297
25290311
25273304
25361610
22922836
24381229
22950022
22940634
25478408
25478952
22991374
25294558
22766109
24957772
25390609
25456168
23068639
22681182
24749724
22932185
24629927
25181111
23049141
25352081
22382562
22562887
22462294
22565275
25425192
25297595
22315801
22531294
22758141
22348917
25030284
23142619
23104338
22586851
23048546
24526388
25432349
24473508
22508892
22805266
22317343
24426649
22394053
24926198
25579758
26334944
26033455
25571513
25833303
25513088
25531807
26030537
25794914
25526260
25767543
26312022
26014370
25604760
25704574
26024059
26154003
25710767
26054445
26207948
25777855
25689582
25820531
26009101
26207952
25727941
26328456
25616252
25618299
25519648
25680212
25639474
26252612
26038493
26056478
25579597
25719519
25905043
25872683
26121338
25580353
26226408
25743829
26055571
25545978
26085304
25749667
26006284
26269501
25749473
26223899
25738846
26169792
26080429
26238383
26006710
26148907
25563622
25980349
25596948
26113025
26178762
25533229
26016608
26185434
26067505
25666119
26165282
26269504
25560281
26059067
25740835
26217967
26186444
25929540
25970921
25749574
25881058
25872068
25601558
25782810
25997897
26028466
25974848
25680919
26082498
25635065
26019735
26181008
25776624
26212891
26077235
25728519
25624104
26188348
26177896
25648513
