accession
25168255
22959362
24742596
22439606
24847919
22389701
24962847
24320630
22309113
24359060
22404237
23285344
24413604
25047139
22515841
25171490
22948897
24591994
22952822
24714723
23097940
24319462
24719257
24639509
23027786
23228217
24983620
25150571
24879882
23066191
24497936
22354486
23118132
25105793
22904906
23164496
24727294
23152200
22401218
22378871
24447826
24871738
25126445
23102422
24538680
25063709
22569311
23119445
24523500
23210200
22460435
22556693
24583653
24427598
22344789
24993839
25158224
23285672
22815659
24510552
25159723
22487211
25145489
24961943
23027941
24669567
24703235
23075145
23091963
24694008
23252780
23227285
22992733
24996750
24729409
22935987
25257084
25229961
23159205
24410600
22744089
24700707
25198836
24926852
22766193
23286121
25224279
24568235
24699891
22429138
22846339
24908981
22514433
23209372
25083909
24860187
23050852
23225240
22329206
25145406
22584022
23008459
23175437
24363294
22929158
24464287
23209160
24802334
23218023
22504868
22716229
22297793
23242330
24875586
23174890
22916095
22556196
24411887
24415565
22930742
22961303
25179916
25289348
25266357
24324208
22485262
23173129
25156706
22794312
24302037
22988654
24876646
22831363
22422540
25020693
24955422
22868818
24558543
25061390
23285285
22412542
24495439
25016489
22439280
24320698
24447360
24553164
25232586
22317547
23271242
22570192
25165322
24993873
24642768
24517168
25185120
23033157
24764374
24421624
22826329
22440616
22972583
22924976
24781028
25001323
24824659
22826331
25221897
23199906
25262262
25014015
24905935
22422527
22410955
22609694
22728027
24472622
23172048
24554791
23286419
22632225
24934790
22729093
22906671
24631859
22739342
24670092
25117042
24420727
23196998
22333395
22807307
22847311
22685813
22366307
25170595
24924976
22834151
22771629
